Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Ast/90,npG/90,npG+A/90,xA/90,npxG/90,npxG+xA/90,Shots/90,SoTs/90,SoT%,Gls/Shot,Gls/SoT,AvgShotDist,FKSht/90,npxG/Shot,np:G-xG,PassCmp/90,PassAtt/90,PassCmp%,TotDistPass/90,PrgDistPass/90,ShortCmp/90,ShortAtt/90,ShortCmp%,MedCmp/90,MedAtt/90,MedCmp%,LongCmp/90,LongAtt/90,LongCmp%,KeyPass/90,PassIntoThird/90,PassIntoBox/90,CrossIntoBox/90,ProgPass/90,LivePassAtt/90,DeadPassAtt/90,FKPassAtt/90,TBCmp/90,PassUnderPress/90,Switches/90,Crosses/90,GroundPass/90,LowPass/90,HighPass/90,LeftPass/90,RightPass/90,HeadPass/90,ThrowPass/90,OtherPartPass/90,OffsidePass/90,OutOBPass/90,PassesInt/90,PassesBlk/90,SCA/90,PassLiveSCA/90,PassDeadSCA/90,DribSCA/90,ShSCA/90,FoulSCA/90,DefSCA/90,GCA/90,PassLiveGCA/90,PassDeadGCA/90,DribGCA/90,ShGCA/90,FoulGCA/90,DefGCA/90,TklAtt/90,TklW/90,Def 3rdTkl/90,Mid 3rdTkl/90,Att 3rdTkl/90,TklvDribW/90,TklvDribAtt/90,Tkl%vDrib,DribPast/90,PressAtt/90,SuccPress/90,PressSucc%,Def 3rdPress/90,Mid 3rdPress/90,Att 3rdPress/90,Blocks/90,ShotBlocks/90,PassBlk/90,Interceptions/90,Clearances/90,ErrToShot/90,Touches/90,Def PenTchs/90,Def 3rdTchs/90,Mid 3rdTchs/90,Att 3rdTchs/90,Att PenTchs/90,%TchsDefPen,%TchsDefThrd,%TchsMidThrd,%TchsAttThrd,%TchsAttPen,LiveTchs/90,SuccDrib/90,AttDrib/90,DribSucc%,PlayersDribPast/90,Megs/90,Carries/90,TotDistCarry/90,PrgDistCarry/90,ProgCarry/90,CarryIntoThird/90,CarryIntoBox/90,Miscontrol/90,Dispossessed/90,PassTarget/90,PassesReceived/90,PassRec%,ProgPassReceived/90
Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,26.0,1993.0,27,25,2218,24.6,0.41,0.2,0.61,0.28,0.16,0.44,1.5,0.61,40.5,0.14,0.33,19.4,0.12,0.1,0.05,75.5,87.2,86.6,1264.8,502.9,39.4,42.9,91.9,28.5,32.0,89.1,6.26,9.07,69.1,2.15,7.28,2.48,0.53,9.27,77.4,9.84,1.38,0.41,8.05,1.22,1.83,64.1,12.8,10.4,73.7,4.63,1.38,7.24,0.12,0.12,0.53,2.52,1.79,3.54,3.05,0.16,0.2,0.04,0.04,0.04,0.65,0.57,0.04,0.0,0.04,0.0,0.0,1.26,0.81,0.57,0.41,0.28,0.61,1.38,44.1,0.77,7.72,2.44,31.6,2.76,2.97,1.99,1.46,0.16,1.3,1.34,1.46,0.04,97.3,2.76,21.9,49.8,32.6,3.9,0.02836587873,0.2250770812,0.5118191161,0.3350462487,0.04008221994,87.4,1.3,2.07,62.7,1.34,0.04,68.2,332.3,212.5,10.5,3.25,0.69,1.38,0.77,76.5,71.4,93.3,4.15
Kelyan Guessoum,fr FRA,DF,Nîmes,fr Ligue 1,21.0,1999.0,15,11,1128,12.5,0.0,0.0,0.0,0.0,0.02,0.02,0.4,0.16,40.0,0.0,0.0,11.0,0.0,0.04,-0.02,40.4,44.6,90.5,957.4,177.8,6.72,7.2,93.3,24.7,25.9,95.4,8.64,10.9,79.4,0.0,1.2,0.16,0.0,1.12,43.0,1.6,1.52,0.08,1.44,1.6,0.08,37.2,1.6,5.84,5.92,36.1,2.16,0.08,0.08,0.16,0.24,0.32,0.24,0.24,0.08,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,1.36,0.64,1.04,0.24,0.08,0.8,1.52,52.6,0.72,7.04,2.08,29.5,5.12,1.6,0.32,1.12,0.56,0.56,1.76,5.76,0.0,55.4,6.88,34.6,25.3,0.8,0.48,0.1241877256,0.6245487365,0.4566787004,0.01444043321,0.008664259928,53.9,0.08,0.08,100.0,0.08,0.0,36.2,233.2,130.9,2.08,0.16,0.0,0.0,0.24,37.4,37.1,99.1,0.0
Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,25.0,1994.0,13,13,1114,12.4,0.32,0.08,0.4,0.1,0.05,0.15,1.21,0.32,26.7,0.07,0.25,25.9,0.32,0.04,0.03,36.0,52.6,68.4,774.0,328.5,11.7,14.3,81.9,16.3,20.2,80.8,7.34,15.2,48.1,1.13,2.34,1.21,1.05,2.82,39.8,12.7,2.18,0.0,7.1,2.1,3.95,24.8,8.15,19.6,5.16,33.4,2.9,9.92,0.4,0.24,1.13,1.77,2.5,1.85,0.97,0.56,0.0,0.16,0.16,0.0,0.4,0.32,0.0,0.0,0.08,0.0,0.0,2.98,1.77,1.69,0.97,0.32,1.13,2.66,42.4,1.53,19.0,5.97,31.5,8.31,7.34,3.31,2.26,0.24,2.02,2.9,2.74,0.0,66.6,3.39,17.5,31.4,22.0,0.56,0.0509009009,0.2627627628,0.4714714715,0.3303303303,0.008408408408,54.3,1.77,2.82,62.9,1.85,0.08,36.3,201.9,130.6,5.4,2.58,0.16,1.45,1.21,37.7,33.1,87.6,1.29
Hugo Guillamón,es ESP,DF,Valencia,es La Liga,20.0,2000.0,25,21,1988,22.1,0.0,0.05,0.05,0.0,0.02,0.02,0.36,0.05,12.5,0.13,1.0,10.6,0.0,0.06,0.02,46.4,52.0,89.2,1083.1,340.9,10.0,11.0,90.6,25.6,27.0,95.0,10.4,13.3,78.2,0.0,3.57,0.09,0.0,3.48,49.1,2.9,2.76,0.0,6.2,1.86,0.0,40.7,3.62,7.65,9.37,40.0,1.27,0.14,0.05,0.09,1.31,0.36,0.41,0.23,0.14,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.09,0.63,0.77,0.32,0.0,0.27,0.81,33.3,0.54,7.19,2.13,29.6,4.3,2.85,0.05,1.49,0.68,0.81,1.04,6.74,0.18,63.1,11.1,35.2,30.5,1.45,0.41,0.175911252,0.557844691,0.4833597464,0.02297939778,0.006497622821,60.7,0.09,0.18,50.0,0.09,0.0,39.3,236.7,133.2,3.62,0.32,0.0,0.36,0.23,41.7,41.2,98.8,0.0
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,29.0,1991.0,27,22,1954,21.7,0.0,0.09,0.09,0.0,0.05,0.05,0.41,0.23,55.6,0.22,0.4,8.8,0.0,0.12,0.04,41.4,46.8,88.5,887.5,245.9,10.8,11.9,90.7,23.5,25.0,93.9,6.77,9.03,75.0,0.0,1.71,0.0,0.0,2.21,45.8,1.01,0.88,0.0,6.41,0.74,0.14,36.5,4.38,5.85,13.6,28.9,2.44,0.14,0.28,0.09,0.51,0.37,0.41,0.28,0.18,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.01,0.51,0.46,0.46,0.09,0.18,0.92,20.0,0.74,7.88,2.44,31.0,4.29,3.36,0.23,1.61,0.6,1.01,1.38,4.01,0.0,55.0,5.99,31.8,24.7,2.21,0.83,0.1089090909,0.5781818182,0.4490909091,0.04018181818,0.01509090909,54.1,0.18,0.23,80.0,0.18,0.0,32.9,160.5,90.8,1.2,0.23,0.05,0.0,0.0,36.6,35.9,98.0,0.18
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,22.0,1998.0,24,14,1377,15.3,0.0,0.07,0.07,0.03,0.05,0.08,0.46,0.2,42.9,0.14,0.33,14.9,0.0,0.11,0.01,29.0,38.9,74.6,486.0,194.7,14.2,16.2,87.5,11.8,15.0,79.0,2.61,5.42,48.2,0.46,0.85,0.59,0.33,2.16,29.5,9.41,0.39,0.0,6.14,0.39,1.5,20.5,9.87,8.56,3.33,23.9,1.76,9.02,0.07,0.13,0.92,1.44,2.03,0.98,0.72,0.07,0.0,0.07,0.13,0.0,0.13,0.07,0.0,0.0,0.0,0.07,0.0,1.24,0.85,0.72,0.39,0.13,0.39,1.11,35.3,0.72,13.0,4.12,31.7,6.34,4.71,1.96,2.22,0.26,1.96,1.83,1.83,0.0,49.8,2.88,17.0,21.1,14.6,0.98,0.0578313253,0.3413654618,0.4236947791,0.2931726908,0.01967871486,40.7,0.78,1.24,63.2,0.78,0.0,26.3,134.8,70.6,2.88,0.65,0.13,0.92,1.11,29.1,24.1,82.7,1.57
Christian Günter,de GER,DF,Freiburg,de Bundesliga,27.0,1993.0,34,34,3060,34.0,0.09,0.09,0.18,0.17,0.03,0.2,0.76,0.21,26.9,0.12,0.43,22.9,0.0,0.04,0.06,35.4,48.7,72.6,682.3,283.0,15.0,17.4,86.3,14.6,18.8,77.8,5.26,10.3,51.1,2.06,2.47,1.62,1.0,3.59,36.6,12.1,1.68,0.03,6.06,2.62,3.68,22.9,12.7,13.0,31.5,6.91,0.91,8.82,0.12,0.26,1.15,1.06,2.03,3.0,2.06,0.74,0.03,0.06,0.06,0.06,0.24,0.18,0.03,0.0,0.0,0.0,0.03,1.41,0.76,0.79,0.47,0.15,0.59,1.71,34.5,1.12,11.5,2.97,25.8,4.5,4.59,2.44,1.56,0.21,1.35,0.88,1.29,0.0,56.8,2.03,13.5,25.1,21.1,1.82,0.03573943662,0.2376760563,0.4419014085,0.3714788732,0.03204225352,45.0,0.56,1.18,47.5,0.62,0.03,31.1,134.9,85.8,4.06,1.68,0.53,0.76,0.68,39.6,33.6,84.7,3.38
Koray Günter,de GER,DF,Hellas Verona,it Serie A,25.0,1994.0,27,21,1768,19.6,0.1,0.0,0.1,0.02,0.01,0.03,0.31,0.1,33.3,0.0,0.0,16.8,0.0,0.05,-0.02,49.0,55.3,88.7,1089.1,268.2,11.4,12.8,89.2,27.8,29.8,93.2,9.59,12.2,78.7,0.26,1.99,0.1,0.0,3.27,53.3,1.94,1.89,0.05,6.07,1.58,0.1,39.9,6.84,8.52,6.53,42.0,4.34,0.05,0.31,0.1,0.92,0.26,0.26,0.61,0.51,0.0,0.0,0.05,0.0,0.05,0.1,0.05,0.0,0.0,0.05,0.0,0.0,1.63,0.87,0.87,0.71,0.05,0.26,0.61,41.7,0.36,9.69,3.62,37.4,4.8,4.59,0.31,2.24,1.53,0.71,2.45,7.14,0.05,68.6,7.24,33.8,37.8,1.53,0.36,0.1055393586,0.4927113703,0.5510204082,0.022303207,0.005247813411,66.7,0.31,0.31,100.0,0.31,0.0,37.6,209.7,107.2,2.19,0.41,0.0,0.31,0.05,39.0,38.4,98.3,0.2
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,es La Liga,29.0,1991.0,24,22,1825,20.3,0.0,0.1,0.1,0.0,0.07,0.08,0.3,0.2,66.7,0.33,0.5,7.7,0.0,0.25,0.02,20.7,24.5,84.7,490.6,120.0,4.48,4.98,90.1,10.6,11.5,92.7,5.22,7.39,70.7,0.1,0.39,0.0,0.0,0.74,22.8,1.67,1.63,0.0,2.66,0.99,0.0,16.4,2.51,5.57,1.97,19.7,1.82,0.05,0.15,0.1,0.49,0.1,0.34,0.2,0.15,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.23,0.74,0.89,0.34,0.0,0.34,0.89,38.9,0.54,6.5,2.32,35.6,4.24,2.17,0.1,1.28,0.69,0.59,0.94,4.38,0.0,32.7,5.91,16.4,16.3,0.84,0.39,0.180733945,0.501529052,0.498470948,0.02568807339,0.0119266055,31.0,0.0,0.0,,0.0,0.0,14.5,55.1,20.6,0.54,0.0,0.0,0.05,0.05,15.8,15.1,95.9,0.05
Miguel Gutiérrez,es ESP,DF,Real Madrid,es La Liga,19.0,2001.0,6,3,316,3.5,0.28,0.0,0.28,0.06,0.0,0.06,0.0,0.0,,,,,0.0,,0.0,71.1,80.0,88.9,1069.4,315.7,40.6,43.4,93.4,24.3,26.9,90.4,4.29,5.71,75.0,1.14,4.29,2.0,0.86,3.14,68.9,11.1,0.86,0.0,8.0,0.86,4.29,59.1,14.0,6.86,63.1,5.71,0.86,10.3,0.0,0.0,0.86,0.86,2.57,2.0,1.14,0.29,0.0,0.0,0.57,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.14,0.57,0.29,0.86,0.0,0.29,1.43,20.0,1.14,18.3,4.86,26.6,5.71,8.86,3.71,2.0,0.29,1.71,1.71,2.57,0.0,91.7,2.29,22.0,44.3,32.3,1.43,0.02497273719,0.239912759,0.4830970556,0.3522355507,0.01559432933,81.1,1.43,3.14,45.5,1.43,0.0,67.7,367.4,195.4,9.14,3.14,0.57,0.86,0.57,67.1,63.4,94.5,2.86
Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,26.0,1993.0,21,14,1370,15.2,0.0,0.07,0.07,0.03,0.02,0.05,0.53,0.13,25.0,0.13,0.5,10.6,0.0,0.04,0.05,34.9,45.2,77.1,789.1,315.7,9.08,11.4,79.8,17.3,20.1,85.9,8.09,12.4,65.4,0.39,2.43,0.13,0.0,3.22,42.1,3.09,2.7,0.07,5.92,1.25,0.13,27.8,6.05,11.3,35.1,3.82,3.49,0.39,0.46,0.07,0.39,0.53,1.25,0.72,0.59,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,2.83,1.64,2.04,0.66,0.13,1.58,2.43,64.9,0.86,8.88,3.82,43.0,5.99,2.5,0.39,1.64,1.32,0.33,1.97,7.89,0.13,59.3,10.0,35.7,25.2,1.91,0.99,0.1686340641,0.6020236088,0.4249578415,0.03220910624,0.01669477234,56.4,0.46,0.53,87.5,0.46,0.07,28.4,149.8,93.2,1.78,0.33,0.0,0.33,0.26,28.9,28.0,97.0,0.2
Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,27.0,1992.0,25,24,2132,23.7,0.04,0.08,0.13,0.1,0.1,0.2,0.55,0.17,30.8,0.15,0.5,10.8,0.0,0.18,-0.01,42.6,51.9,82.1,777.1,284.2,18.7,20.7,90.4,18.8,22.0,85.2,4.43,7.22,61.4,0.76,2.53,0.72,0.34,4.05,43.4,8.44,1.69,0.0,6.71,1.22,1.18,34.8,8.1,8.99,38.2,4.3,1.81,6.71,0.08,0.08,0.93,1.39,1.35,1.31,1.1,0.04,0.04,0.04,0.04,0.04,0.13,0.08,0.0,0.0,0.04,0.0,0.0,2.45,1.22,0.97,1.22,0.25,0.93,1.9,48.9,0.97,15.7,4.77,30.3,6.67,6.58,2.49,2.49,0.25,2.24,1.35,3.08,0.08,64.3,2.78,18.5,36.5,13.5,1.65,0.0432348367,0.2877138414,0.567651633,0.2099533437,0.02566096423,56.5,0.72,1.27,56.7,0.72,0.0,37.7,202.2,127.7,5.36,1.31,0.21,1.01,0.89,43.4,38.1,87.9,1.27
Achraf Hakimi,ma MAR,DF,Inter,it Serie A,21.0,1998.0,37,29,2665,29.6,0.27,0.24,0.51,0.23,0.16,0.38,1.28,0.51,39.5,0.18,0.47,16.3,0.07,0.12,0.08,43.2,52.4,82.5,683.0,229.5,23.9,27.0,88.6,14.9,17.3,85.8,3.28,5.1,64.2,1.22,2.03,1.69,0.71,4.19,44.8,7.57,0.41,0.0,5.51,1.28,3.55,36.4,10.9,5.07,6.39,37.8,0.84,7.09,0.03,0.03,0.57,1.62,2.06,2.53,1.99,0.14,0.1,0.0,0.3,0.0,0.61,0.51,0.0,0.0,0.0,0.1,0.0,1.76,1.01,0.88,0.61,0.27,0.81,1.89,42.9,1.08,16.9,4.9,29.0,6.18,5.74,4.97,1.35,0.03,1.32,0.84,0.95,0.0,62.9,1.69,13.1,24.2,29.3,4.63,0.02686804452,0.2082670906,0.3847376789,0.4658187599,0.07360890302,55.6,1.22,2.26,53.7,1.35,0.27,42.4,223.7,149.0,7.47,1.72,1.22,1.49,1.11,50.6,43.8,86.5,5.51
Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,28.0,1991.0,24,19,1651,18.3,0.11,0.05,0.16,0.14,0.06,0.2,0.71,0.22,30.8,0.08,0.25,19.7,0.05,0.09,-0.01,78.6,89.5,87.8,1419.7,496.3,33.1,35.5,93.2,37.3,41.3,90.3,7.21,10.5,68.4,1.48,7.76,1.09,0.55,8.25,81.6,7.92,1.75,0.33,10.5,1.04,1.58,65.3,12.5,11.7,66.8,11.8,2.79,5.85,0.66,0.22,0.6,1.42,1.15,2.9,2.4,0.22,0.05,0.11,0.0,0.11,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.13,1.31,1.42,0.6,0.11,0.55,2.24,24.4,1.69,10.3,4.64,45.0,4.92,4.21,1.2,0.98,0.16,0.82,0.93,2.9,0.05,98.7,3.44,27.7,60.0,18.2,1.69,0.03485309017,0.2806484296,0.6079027356,0.1843971631,0.01712259372,90.7,0.93,1.26,73.9,1.04,0.11,67.0,325.0,194.0,9.02,2.79,0.16,0.55,0.71,73.8,70.9,96.0,2.51
Hans Hateboer,nl NED,DF,Atalanta,it Serie A,26.0,1994.0,22,20,1762,19.6,0.05,0.1,0.15,0.08,0.16,0.24,1.38,0.66,48.1,0.07,0.15,11.9,0.0,0.12,-0.06,44.7,51.4,87.1,677.9,243.9,25.8,28.2,91.5,15.7,18.1,86.8,2.4,3.47,69.1,1.02,2.09,1.17,0.46,4.13,44.6,6.73,0.66,0.0,5.66,0.46,1.22,37.1,8.01,6.28,9.08,33.3,1.79,6.07,0.1,0.05,0.77,0.97,0.92,1.99,1.68,0.05,0.05,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.38,0.77,0.56,0.71,0.1,0.51,1.22,41.7,0.71,10.6,3.47,32.7,2.76,4.34,3.52,0.87,0.05,0.82,0.71,0.71,0.0,58.9,1.48,12.3,26.3,24.4,3.32,0.02512733447,0.2088285229,0.4465195246,0.4142614601,0.05636672326,52.4,0.26,0.66,38.5,0.26,0.0,38.6,183.4,111.7,4.18,1.48,0.15,0.87,1.02,49.9,42.2,84.6,4.13
Kortney Hause,eng ENG,DF,Aston Villa,eng Premier League,25.0,1995.0,7,7,630,7.0,0.0,0.14,0.14,0.0,0.17,0.17,0.71,0.14,20.0,0.2,1.0,7.4,0.0,0.24,-0.03,24.1,30.9,78.2,564.3,178.9,5.57,6.71,83.0,13.0,14.7,88.3,5.29,8.86,59.7,0.0,1.57,0.0,0.0,1.43,29.3,1.57,1.57,0.0,4.86,1.29,0.29,18.0,3.43,9.43,21.3,3.71,3.0,0.0,0.0,0.0,0.71,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.57,0.43,0.29,0.0,0.0,0.14,0.0,0.14,5.57,2.0,35.9,3.43,2.0,0.14,0.86,0.57,0.29,1.71,9.29,0.0,43.9,9.0,26.1,17.9,2.0,1.57,0.2050113895,0.5945330296,0.4077448747,0.04555808656,0.03576309795,42.4,0.0,0.14,0.0,0.0,0.0,19.3,116.0,53.9,1.0,0.14,0.0,0.29,0.0,21.3,20.0,94.0,0.14
Michael Hector,jm JAM,DF,Fulham,eng Premier League,28.0,1992.0,4,3,263,2.9,0.0,0.0,0.0,0.01,0.03,0.04,0.34,0.0,0.0,0.0,,10.0,0.0,0.09,-0.03,47.9,60.3,79.4,1201.7,452.8,7.24,8.62,84.0,26.9,28.6,94.0,13.4,22.1,60.9,0.34,3.45,0.34,0.0,3.79,56.9,3.45,3.1,0.0,4.48,0.69,0.0,37.6,7.59,15.2,6.9,50.7,1.38,0.34,0.34,0.0,1.38,0.34,1.38,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1.72,1.38,1.03,0.0,1.03,2.41,42.9,1.38,9.66,3.79,39.3,7.24,2.41,0.0,2.07,1.03,1.03,0.0,3.79,0.0,68.6,10.7,40.7,30.7,1.72,0.34,0.1559766764,0.5932944606,0.4475218659,0.0250728863,0.004956268222,65.5,0.69,0.69,100.0,0.69,0.0,45.5,229.0,154.1,3.1,0.34,0.0,0.34,0.0,48.6,48.3,99.3,0.34
Ahmed Hegazi,eg EGY,DF,West Brom,eng Premier League,29.0,1991.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,37.0,52.0,71.2,829.0,381.0,11.0,13.0,84.6,18.0,25.0,72.0,8.0,13.0,61.5,0.0,1.0,0.0,0.0,2.0,52.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,4.0,21.0,3.0,38.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,4.0,40.0,8.0,2.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,68.0,17.0,48.0,24.0,0.0,0.0,0.25,0.7058823529,0.3529411765,0,0,68.0,0.0,0.0,,0.0,0.0,32.0,165.0,62.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,100.0,0.0
Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,26.0,1993.0,21,14,1369,15.2,0.0,0.0,0.0,0.02,0.02,0.04,0.26,0.07,25.0,0.0,0.0,15.5,0.0,0.06,-0.02,55.1,64.1,85.8,1334.1,409.9,12.0,12.8,93.8,28.9,31.2,92.6,13.9,19.2,72.3,0.2,4.41,0.26,0.0,4.34,62.0,2.11,1.71,0.0,5.0,3.29,0.39,48.2,3.49,12.4,49.4,11.3,2.5,0.39,0.07,0.26,0.99,0.59,0.79,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.05,1.58,0.33,0.0,0.53,1.25,42.1,0.72,10.1,3.75,37.0,5.99,3.82,0.33,1.45,0.79,0.66,1.38,4.01,0.0,73.3,8.22,39.1,38.3,2.3,0.33,0.1121418827,0.5334242838,0.5225102319,0.03137789905,0.004502046385,71.3,0.53,0.59,88.9,0.53,0.0,50.2,299.5,154.9,3.49,0.66,0.0,0.33,0.26,52.6,51.9,98.7,0.2
Dalbert Henrique,br BRA,DF,Rennes,fr Ligue 1,26.0,1993.0,13,3,373,4.1,0.24,0.0,0.24,0.12,0.03,0.15,0.73,0.0,0.0,0.0,,30.1,0.0,0.04,-0.02,59.0,68.0,86.7,1117.8,459.3,24.4,27.6,88.5,27.3,29.8,91.8,7.07,9.51,74.4,0.98,4.63,0.24,0.0,3.9,57.6,10.5,1.46,0.24,8.54,0.98,2.68,46.8,8.29,12.9,49.8,6.34,1.71,9.02,0.24,0.0,0.49,1.46,1.22,1.71,1.46,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.46,0.98,0.98,0.24,0.24,0.49,0.98,50.0,0.49,14.1,5.12,36.2,6.34,5.37,2.44,1.46,0.49,0.98,0.49,2.44,0.0,78.0,3.17,21.2,39.3,21.5,1.71,0.04064102564,0.2717948718,0.5038461538,0.2756410256,0.02192307692,67.6,0.24,0.73,33.3,0.24,0.0,48.5,190.2,102.2,5.37,1.95,0.98,0.49,0.98,54.4,50.0,91.9,1.95
Christophe Hérelle,mq MTQ,DF,Brest,fr Ligue 1,27.0,1992.0,16,15,1377,15.3,0.0,0.0,0.0,0.0,0.04,0.04,0.39,0.0,0.0,0.0,,7.3,0.0,0.09,-0.04,51.2,57.1,89.7,1222.6,346.7,9.61,10.3,93.6,27.8,29.6,94.0,13.2,16.5,80.2,0.13,2.81,0.13,0.0,3.2,55.4,1.76,1.18,0.0,5.29,1.63,0.13,44.1,4.31,8.69,6.6,46.3,2.09,0.59,0.0,0.0,1.37,0.39,0.07,0.65,0.52,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.65,0.92,0.33,0.07,0.33,0.72,45.5,0.39,6.86,2.29,33.3,4.25,2.42,0.2,1.5,0.59,0.92,1.05,5.42,0.0,67.3,8.95,36.3,32.8,2.03,0.59,0.132986627,0.5393759287,0.4873699851,0.03016344725,0.008766716196,65.6,0.2,0.2,100.0,0.2,0.0,44.7,214.0,119.9,2.48,0.52,0.0,0.13,0.26,47.6,46.7,98.2,0.0
Jérôme Hergault,fr FRA,DF,Lorient,fr Ligue 1,34.0,1986.0,22,19,1625,18.1,0.0,0.11,0.11,0.01,0.01,0.03,0.22,0.11,50.0,0.5,1.0,18.4,0.0,0.06,0.09,38.0,48.8,77.8,605.6,253.1,20.8,23.1,90.0,14.1,18.2,77.3,2.71,6.02,45.0,0.33,2.1,0.33,0.06,3.65,38.7,10.1,0.55,0.0,4.86,0.72,1.6,27.8,10.7,10.3,3.76,33.0,1.88,9.56,0.11,0.06,1.05,1.27,1.22,0.77,0.55,0.0,0.0,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,2.54,1.33,1.27,1.05,0.22,0.66,1.71,38.7,1.05,11.9,3.48,29.2,4.75,4.92,2.27,1.6,0.17,1.44,1.38,2.6,0.0,60.6,2.32,18.6,29.6,15.1,0.39,0.03828382838,0.3069306931,0.4884488449,0.2491749175,0.006435643564,50.6,0.61,1.38,44.0,0.77,0.17,34.3,140.0,68.3,3.76,1.33,0.06,1.22,0.88,40.1,34.6,86.4,1.33
Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,25.0,1995.0,31,30,2578,28.6,0.03,0.03,0.07,0.02,0.04,0.06,0.66,0.17,26.3,0.05,0.2,19.8,0.0,0.06,-0.01,56.8,67.1,84.6,1091.4,397.5,23.0,24.5,93.7,26.4,29.7,88.9,6.99,11.4,61.5,0.31,5.35,0.56,0.07,5.14,60.4,6.75,1.57,0.0,5.21,2.17,0.21,48.3,8.32,10.5,50.0,8.74,2.27,5.17,0.1,0.14,0.8,1.99,1.19,0.87,0.84,0.03,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.13,1.29,1.57,0.42,0.14,1.29,2.34,55.2,1.05,9.13,2.69,29.5,5.24,3.18,0.7,1.64,0.35,1.29,1.19,2.97,0.0,76.5,4.55,26.0,46.9,7.24,0.77,0.05947712418,0.339869281,0.6130718954,0.09464052288,0.01006535948,70.1,0.38,0.59,64.7,0.38,0.0,47.7,227.3,122.2,4.48,0.77,0.03,0.28,0.38,54.6,52.9,96.9,0.45
Aridane Hernández,gq EQG,DF,Osasuna,es La Liga,31.0,1989.0,24,24,2026,22.5,0.0,0.0,0.0,0.02,0.0,0.03,0.09,0.0,0.0,0.0,,9.5,0.0,0.06,0.0,25.0,30.5,82.0,610.4,186.8,5.91,7.07,83.6,12.3,13.6,90.2,6.58,9.2,71.5,0.27,1.42,0.09,0.0,1.64,29.0,1.51,1.38,0.04,4.62,1.38,0.09,18.9,3.78,7.82,3.73,22.0,3.02,0.13,0.04,0.13,0.89,0.31,0.27,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.93,0.93,0.4,0.04,0.44,0.71,62.5,0.27,5.91,2.0,33.8,3.33,2.22,0.36,1.69,0.84,0.84,1.96,7.69,0.0,42.8,6.67,24.7,19.1,0.89,0.49,0.1558411215,0.5771028037,0.4462616822,0.02079439252,0.01144859813,41.3,0.27,0.27,100.0,0.27,0.0,17.9,96.5,37.2,0.53,0.09,0.0,0.13,0.18,17.6,17.1,96.7,0.04
